"Age","Attribute0","Attribute1","Attribute2","Attribute3","Attribute4","Attribute5","Attribute6","Attribute7","Attribute8","Attribute9","Club","Date_of_Birth","Division","Full_Name","Hairstyle","Height_cm","League","Nation","Positions","Preferred_Foot","Rating","Squad_Number","Weight_kg","_corrupt_record","County_league"
26,"Tackling","Control","Leadership","Pace","Passing","Marking","Positioning","Long Passing","Stamina","Concentration","Panathinaikos","2 November 1993","1","Dimitris Kourbelis","Cropped","182","Super League 1","Greece","Defender Centre","Right","85","21","73",NULL,"GREECE"
22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panionios","14 February 1998","1","Giannis Kiakos","Short","182","Super League 1","Greece","Defender Left","Left","68","19","73",NULL,"GREECE"
28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panionios","25 November 1991","1","Pedro Arce Lapati","Short","175","Super League 1","Mexico","Defensive Midfielder Centre","Right","78","20","70",NULL,"GREECE"
29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panionios","23 July 1990","1","Matic Kotnik","Short","190","Super League 1","Slovenia","Goalkeeper","Left","80","12","82",NULL,"GREECE"
19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panionios","23 September 2000","1","Frixos Grivas","Short","178","Super League 1","Greece","Midfielder Centre","Right","65","28","74",NULL,"GREECE"
25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panionios","14 February 1995","1","Sotiris Tsiloulis","Cropped","185","Super League 1","Greece","Attacking Midfielder Right Left Centre","Right","78","23","73",NULL,"GREECE"
21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panionios","5 June 1998","1","Odysseas Lymperakis","Short","176","Super League 1","Greece","Defender Left","Left","70","13","70",NULL,"GREECE"
22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panionios","23 February 1998","1","Nemanja Milojević","Short","183","Super League 1","Greece","Midfielder Centre","Left","78","44","70",NULL,"GREECE"
19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panathinaikos","24 October 2000","1","Dimitris Emmanouilidis","Short","171","Super League 1","Greece","Attacking Midfielder Right Left Centre","Right","73","77","65",NULL,"GREECE"
32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panathinaikos","18 July 1987","1","Evangelos Ikonomou","Cropped","185","Super League 1","Greece","Defender Left Centre","Left","80","35","80",NULL,"GREECE"
23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panionios","1 May 1997","1","Dimitris Stavropoulos","Short","191","Super League 1","Greece","Defender Centre","Right","78","14","75",NULL,"GREECE"
20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SS Lazio","16 July 1999","1","Nikolaos Baxevanos","Shaved","185","Super League 1","Greece","Defender Centre","Right","70","21","75",NULL,"GREECE"
22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panionios","3 January 1998","1","Giannis Ikonomidis","Short","178","Super League 1","Greece","Midfielder Centre","Right","76","16","74",NULL,"GREECE"
28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panionios","16 April 1992","1","Vasilios Rentzas","Short","180","Super League 1","Greece","Defender Right","Right","78","18","71",NULL,"GREECE"
28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panionios","29 January 1992","1","Georgios Saramantas","Short","176","Super League 1","Greece","Defender Left","Left","78","3","75",NULL,"GREECE"
33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panionios","9 May 1987","1","Thanasis Papageorgiou","Cropped","184","Super League 1","Greece","Defender Right","Right","78","22","86",NULL,"GREECE"
26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panionios","5 January 1994","1","Bachana Arabuli","Short","187","Super League 1","Georgia","Forward Centre","Right","78","10","78",NULL,"GREECE"
20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panionios","30 August 1999","1","Dimitrios Nikas","Short","194","Super League 1","Greece","Goalkeeper","Right","65","30","80",NULL,"GREECE"
34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panionios","11 September 1985","1","Panagiotis Korbos","Short","182","Super League 1","Greece","Defender Centre","Left","80","7","74",NULL,"GREECE"
22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panionios","20 September 1997","1","Konstantinos Doumtsios","Cropped","181","Super League 1","Greece","Attacking Midfielder Right Left Centre","Right","74","9","76",NULL,"GREECE"
27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panionios","19 August 1992","1","Oumar Camara","Shaved","186","Super League 1","France","Midfielder Left","Left","77","11","80",NULL,"GREECE"
22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panionios","12 May 1998","1","Stefanos Evangelou","Cropped","185","Super League 1","Greece","Defender Centre","Right","78","4","75",NULL,"GREECE"
31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panionios","28 September 1988","1","Luiz Gustavo Domingues","Shaved","190","Super League 1","Brazil","Defender Centre","Right","78","5","75",NULL,"GREECE"
24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panionios","14 July 1995","1","Sofiane Sidi Ali","Cropped","175","Super League 1","France","Attacking Midfielder Right Left","Right","73","17","70",NULL,"GREECE"
28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAS Lamia 1964","24 December 1991","1","Ismail Sassi","Short","178","Super League 1","Tunisia","Attacking Midfielder Right Left Centre","Right","78","19","74",NULL,"GREECE"
22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAS Lamia 1964","25 March 1998","1","Lazar Romanić","Short","180","Super League 1","Serbia","Forward Centre","Right","75","18","68",NULL,"GREECE"
20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panionios","27 January 2000","1","Antonio Miço","Short","175","Super League 1","Albania","Defender Right Left Centre","Right","67","32","75",NULL,"GREECE"
21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panionios","18 November 1998","1","Giannis Papanikolaou","Short","182","Super League 1","Greece","Attacking Midfielder Right Left Centre","Right","75","27","75",NULL,"GREECE"
35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAS Lamia 1964","19 November 1984","1","Damir Kahriman","Short","196","Super League 1","Serbia","Goalkeeper","Right","75","13","94",NULL,"GREECE"
20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAS Lamia 1964","4 September 1999","1","Vasilios Kostikas","Short","174","Super League 1","Greece","Attacking Midfielder Right Left","Right","73","77","68",NULL,"GREECE"
33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panionios","12 October 1986","1","Giannis Maniatis","Short","177","Super League 1","Greece","Defender Right","Right","80","2","71",NULL,"GREECE"
26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAS Lamia 1964","7 December 1993","1","Konstantinos Bouloulis","Short","173","Super League 1","Greece","Defender Right","Right","76","61","67",NULL,"GREECE"
23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAS Lamia 1964","12 September 1996","1","Manolis Saliakas","Shaved","178","Super League 1","Greece","Defender Right","Right","78","34","74",NULL,"GREECE"
29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Panionios","15 March 1991","1","Jérémy Malherbe","Short","196","Super League 1","France","Goalkeeper","Right","78","67","92",NULL,"GREECE"
30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAS Lamia 1964","27 March 1990","1","Konstantinos Theodoropoulos","Short","196","Super League 1","Greece","Goalkeeper","Right","78","30","88",NULL,"GREECE"
29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAS Lamia 1964","21 September 1990","1","Anastasios Karamanos","Short","185","Super League 1","Greece","Attacking Midfielder Right Left","Right","80","11","78",NULL,"GREECE"
28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAS Lamia 1964","23 March 1992","1","Nikolaos Tsoukalos","Short","183","Super League 1","Greece","Attacking Midfielder Right Left Centre","Left","75","45","75",NULL,"GREECE"
25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAS Lamia 1964","10 February 1995","1","Adam Tzanetopoulos","Short","193","Super League 1","Greece","Defender Centre","Left","78","5","85",NULL,"GREECE"
33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAS Lamia 1964","4 April 1987","1","Markos Vellidis","Short","183","Super League 1","Greece","Goalkeeper","Right","80","1","76",NULL,"GREECE"
30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAS Lamia 1964","21 February 1990","1","Giannis Skondras","Short","182","Super League 1","Greece","Defender Right Left","Right","80","23","75",NULL,"GREECE"
26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAS Lamia 1964","25 October 1993","1","Alexandros Karagiannis","Short","173","Super League 1","Greece","Attacking Midfielder Right Left Centre","Left","77","88","67",NULL,"GREECE"
30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAS Lamia 1964","7 August 1989","1","Daniel Adejo","Shaved","181","Super League 1","Nigeria","Defender Right Centre","Right","80","4","81",NULL,"GREECE"
31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAS Lamia 1964","18 June 1988","1","Elini Dimoutsos","Short","177","Super League 1","Greece","Defensive Midfielder Centre","Right","80","21","72",NULL,"GREECE"
29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAS Lamia 1964","21 February 1991","1","Andreas Vasilogiannis","Short","182","Super League 1","Greece","Midfielder Right Left","Right","78","7","73",NULL,"GREECE"
29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAS Lamia 1964","27 January 1991","1","Tyronne Gustavo Del Pino Ramos","Cropped","182","Super League 1","Spain","Attacking Midfielder Right Left Centre","Right","80","10","78",NULL,"GREECE"
21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAS Lamia 1964","10 March 1999","1","Panagiotis Katsikas","Short","189","Super League 1","Greece","Goalkeeper","Right","67","99","80",NULL,"GREECE"
32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAS Lamia 1964","14 April 1988","1","Vasilios Pliatsikas","Cropped","174","Super League 1","Greece","Defender Right Centre","Both","78","8","73",NULL,"GREECE"
25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAS Lamia 1964","18 January 1995","1","Lucas Ramos De Oliveira","Shaved","175","Super League 1","Brazil","Defensive Midfielder Centre","Right","77","95","70",NULL,"GREECE"
35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAS Lamia 1964","27 September 1984","1","Vanderson Scardovelli","Medium","175","Super League 1","Brazil","Defender Left","Left","78","27","74",NULL,"GREECE"
28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAS Lamia 1964","6 September 1991","1","Dimitris Anakoglou","Short","175","Super League 1","Greece","Midfielder Centre","Left","75","20","69",NULL,"GREECE"
26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAS Lamia 1964","3 January 1994","1","Danny Bryan Bejarano Yáñez","Short","182","Super League 1","Bolivia","Defensive Midfielder Centre","Right","82","16","74",NULL,"GREECE"
23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAOK","23 January 1997","1","Karol Świderski","Short","184","Super League 1","Poland","Attacking Midfielder Right Left Centre","Left","83","9","74",NULL,"GREECE"
34,"Control","Flair","Long Shots","Dribbling","Crossing","Strength","Corners","Pace","Work Rate","Movement","PAOK","24 January 1986","1","Adelino André Vieirinha Freitas","Cropped","172","Super League 1","Portugal","Defender Right Left","Both","85","20","72",NULL,"GREECE"
25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAS Lamia 1964","29 November 1994","1","Leonardo Enrique Villalba","Unknown","170","Super League 1","Argentina","Midfielder Right Left","Right","79",NULL,"68",NULL,"GREECE"
22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAS Lamia 1964","3 August 1997","1","Patrick Bahanack","Short","185","Super League 1","Cameroon","Defender Centre","Left","73","29","78",NULL,"GREECE"
26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAOK","5 August 1993","1","Sverrir Ingi Ingason","Cropped","188","Super League 1","Iceland","Defender Centre","Left","85","4","83",NULL,"GREECE"
20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAOK","18 March 2000","1","Antonis Gaitanidis","Cropped","175","Super League 1","Greece","Attacking Midfielder Right Left Centre","Right","75","78","70",NULL,"GREECE"
29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAOK","21 August 1990","1","Omar El Kaddouri","Cropped","185","Super League 1","Morocco","Midfielder Centre","Right","85","7","74",NULL,"GREECE"
19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAOK","20 August 2000","1","Theocharis Tsingaras","Short","173","Super League 1","Greece","Defensive Midfielder Centre","Right","70","51","65",NULL,"GREECE"
20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAOK","22 March 2000","1","Dimitris Meliopoulos","Short","184","Super League 1","Greece","Defender Centre","Right","78","75","73",NULL,"GREECE"
20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAOK","18 April 2000","1","Symeon Papadopoulos","Short","190","Super League 1","Greece","Goalkeeper","Right","65","60","81",NULL,"GREECE"
22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAOK","19 December 1997","1","Lazaros Lamprou","Cropped","183","Super League 1","Greece","Attacking Midfielder Right Left Centre","Right","82","22","70",NULL,"GREECE"
39,"Concentration","Positioning","Strength","Creativity","Pace","Work Rate","Movement","Corners","Determination","Flair","PAS Lamia 1964","5 February 1981","1","Loukas Vyntra","Short","184","Super League 1","Greece","Defender Right Centre","Right","80","24","76",NULL,"GREECE"
29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAS Lamia 1964","7 July 1990","1","Mark Nyaaba Asigba","Shaved","177","Super League 1","Ghana","Defender Right Centre","Right","78","50","70",NULL,"GREECE"
26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAOK","24 May 1994","1","Anderson Esiti","Shaved","189","Super League 1","Nigeria","Defensive Midfielder Centre","Right","85","24","82",NULL,"GREECE"
22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAOK","27 May 1998","1","Dimitris Limnios","Short","178","Super League 1","Greece","Attacking Midfielder Right Left","Left","83","18","75",NULL,"GREECE"
30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAOK","28 July 1989","1","Alexandros Paschalakis","Cropped","193","Super League 1","Greece","Goalkeeper","Right","84","31","90",NULL,"GREECE"
26,"Control","Movement","Leadership","Flair","Passing","Work Rate","Crossing","Dribbling","Finishing","Creativity","PAOK","26 October 1993","1","Dimitris Pelkas","Cropped","175","Super League 1","Greece","Attacking Midfielder Right Left Centre","Right","85","10","68",NULL,"GREECE"
20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAOK","18 February 2000","1","Giannis Michailidis","Cropped","185","Super League 1","Greece","Defender Centre","Left","73","49","73",NULL,"GREECE"
33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAOK","9 February 1987","1","José Ángel Crespo Rincón","Short","183","Super League 1","Spain","Defender Right Left Centre","Right","84","15","72",NULL,"GREECE"
21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAOK","2 August 1998","1","Leonardo Rodrigues Lima","Cropped","180","Super League 1","Brazil","Attacking Midfielder Right Left","Right","83","98","70",NULL,"GREECE"
23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAOK","13 January 1997","1","Douglas Augusto Soares Gomes","Cropped","173","Super League 1","Brazil","Defensive Midfielder Centre","Right","85","33","67",NULL,"GREECE"
32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAOK","26 November 1987","1","Fernando Lopes Dos Santos Varela","Short","183","Super League 1","Cape Verde","Defender Right Centre","Right","86","5","82",NULL,"GREECE"
31,"Free Kicks","Tackling","Corners","Work Rate","Positioning","Passing","Aerial Ability","Long Shots","Pace","Volleying","PAOK","21 October 1988","1","Maurício José Da Silveira Júnior","Cropped","180","Super League 1","Brazil","Defensive Midfielder Centre","Right","86","8","72",NULL,"GREECE"
27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAOK","26 December 1992","1","Rodrigo Alves Soares","Short","176","Super League 1","Brazil","Defender Right Left","Right","83","2","72",NULL,"GREECE"
34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAOK","4 February 1986","1","Leonardo De Matos Cruz","Short","182","Super League 1","Brazil","Defender Right Left","Right","84","3","75",NULL,"GREECE"
21,"Aggression","Tackling","Control","Pace","Positioning","Work Rate","Passing","Aerial Ability","Stamina","Marking","PAOK","5 July 1998","1","Enea Mihaj","Short","190","Super League 1","Albania","Defender Centre","Right","80","6","75",NULL,"GREECE"
24,"Strength","Tackling","Pace","Work Rate","Positioning","Marking","Aerial Ability","Long Passing","Stamina","Finishing","Olympiacos","14 September 1995","1","Pape Abou Cissé","Short","197","Super League 1","Senegal","Defender Centre","Right","86","66","83",NULL,"GREECE"
22,"Stamina","Concentration","Pace","Aggression","Marking","Long Shots","Dribbling","Corners","Finishing","Creativity","Olympiacos","5 August 1997","1","Lazar Ranđelović","Short","178","Super League 1","Serbia","Attacking Midfielder Right Left Centre","Right","82","97","68",NULL,"GREECE"
24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAOK","17 October 1995","1","Dimitris Giannoulis","Short","175","Super League 1","Greece","Defender Left","Left","84","23","70",NULL,"GREECE"
27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Olympiacos","26 February 1993","1","Carlos Miguel Ribeiro Dias","Cropped","185","Super League 1","Portugal","Defensive Midfielder Centre","Right","84",NULL,"82",NULL,"GREECE"
26,"Leadership","Tackling","Strength","Work Rate","Positioning","Passing","Aerial Ability","Long Passing","Marking","Finishing","Olympiacos","4 April 1994","1","Rúben Afonso Borges Semedo","Ponytail","189","Super League 1","Portugal","Defender Centre","Right","86","3","85",NULL,"GREECE"
25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Sporting CP","28 June 1994","1","Josip Mišić","Cropped","187","Super League 1","Croatia","Defensive Midfielder Centre","Right","84","27","79",NULL,"GREECE"
24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PAOK","9 October 1995","1","Chuba Amechi Akpom","Cropped","183","Super League 1","England","Forward Centre","Right","83","47","77",NULL,"GREECE"
27,"One on Ones","Handling","Distribution","Shot Stopping","Concentration","Saving Penalties","Strength","Positioning","Command of Area","Composure","Olympiacos","17 January 1993","1","José Pedro Malheiro De Sá","Short","192","Super League 1","Portugal","Goalkeeper","Right","86","1","84",NULL,"GREECE"
28,"Control","Aggression","Movement","Positioning","Leadership","Flair","Passing","Composure","Marking","Crossing","Olympiacos","5 December 1991","1","Omar Elabdellaoui","Short","179","Super League 1","Norway","Defender Right","Right","87","14","73",NULL,"GREECE"
